"x"
0.904419368
0.846834734
0.813101165
0.813101165
0.840602548
0.858252176
0.852771061
0.836083297
0.735063199
0.911605023
0.86321707
0.746327456
0.898099456
0.840184683
0.641835819
0.947245312
0.922059983
0.880585865
0.894995545
0.894112435
0.802300707
0.819882213
0.879263421
0.74015838
0.923943553
0.745654075
0.873835926
0.876143244
0.853969028
0.867502151
0.862248714
0.70704309
0.87858815
0.864008474
0.881246743
0.846830835
0.894385516
0.744627227
0.715419733
0.826941384
0.822078703
0.887316715
0.888504398
0.863373153
0.905774626
0.821649906
0.76261629
0.885817967
0.915106888
0.735182988
0.795601651
0.863453049
0.842017921
0.878914972
0.914141953
0.955645495
0.920254925
0.990791364
0.922102727
0.919218258
0.938943823
0.899854027
0.893815572
0.903291342
0.793676327
0.983792751
0.840265439
0.840265439
0.891119075
0.86317133
0.643802127
0.876189611
