"x"
11.79734277
72.67456656
52.95390421
52.95390421
85.63978034
29.10005908
260.5969312
97.56130628
41.95606814
98.8148523
4.839550761
96.120524
23.16466455
5.844536054
32.42884702
22.99220499
56.39023662
31.02431228
24.53246094
17.0693462
37.50788739
14.08840271
35.00738721
28.14437448
24.43645584
18.89202685
8.024583396
69.27682381
21.11837047
16.13970842
22.55404197
50.1019692
12.25673166
62.23135695
8.383747363
190.0841311
8.574950474
27.04790957
46.52973988
17.88923046
12.51565658
16.90288623
18.00623215
18.96501564
18.47601586
33.99101452
95.27565266
44.37852238
5.997372455
33.95199634
85.44545787
20.70437965
48.65741437
17.34344004
9.223830434
11.30678389
14.74007989
38.97408956
17.18525263
4.192702721
5.373092465
12.71689398
33.7633891
20.22197541
49.4096219
162.8673009
101.68004
101.68004
24.53902277
23.30502533
90.93121877
80.07065979
